state_id,Year,min_wage
47,1975,7.69
47,1976,10.0
47,1977,9.39
47,1978,8.73
47,1979,10.33
47,1980,9.73
47,1981,9.53
47,1982,8.98
47,1983,8.7
47,1984,8.34
47,1985,8.05
47,1986,7.91
47,1987,7.63
47,1988,7.32
47,1989,6.99
47,1990,6.63
47,1991,7.22
47,1992,7.84
47,1993,7.61
47,1994,7.42
47,1995,7.21
47,1996,7.01
47,1997,7.66
47,1998,8.17
47,1999,8.0
47,2000,7.74
47,2001,7.52
47,2002,7.4
47,2003,7.24
47,2004,7.05
47,2005,6.82
47,2006,6.61
47,2007,7.3
47,2008,7.87
47,2009,8.74
47,2010,8.6
47,2011,8.34
47,2012,8.17
47,2013,8.05
47,2014,7.92
47,2015,8.73
47,2016,9.43
47,2017,9.23
47,2018,9.01
47,2019,8.85
47,2020,8.75
48,1968,9.29
48,1969,8.81
48,1970,8.67
48,1971,8.3
48,1972,9.9
48,1973,9.32
48,1974,8.39
48,1975,7.69
48,1976,10.0
48,1977,9.39
48,1978,8.73
48,1979,10.33
48,1980,9.73
48,1981,9.53
48,1982,8.98
48,1983,8.7
48,1984,8.34
48,1985,8.05
48,1986,7.91
48,1987,7.63
48,1988,7.32
48,1989,6.99
48,1990,6.63
48,1991,7.22
48,1992,7.84
48,1993,7.61
48,1994,7.42
48,1995,7.21
48,1996,7.01
48,1997,7.66
48,1998,8.17
48,1999,8.0
48,2000,7.74
48,2001,7.52
48,2002,7.4
48,2003,7.24
48,2004,7.05
48,2005,6.82
48,2006,7.31
48,2007,8.11
48,2008,7.81
48,2009,7.9
48,2010,8.6
48,2011,8.34
48,2012,8.17
48,2013,8.05
48,2014,7.92
48,2015,7.91
48,2016,7.81
48,2017,7.65
48,2018,7.47
48,2019,7.34
48,2020,7.25
49,1968,8.92
49,1969,8.46
49,1970,8.67
49,1971,8.3
49,1972,9.9
49,1973,9.32
49,1974,8.39
49,1975,7.69
49,1976,10.0
49,1977,9.39
49,1978,8.73
49,1979,10.33
49,1980,9.73
49,1981,9.53
49,1982,8.98
49,1983,8.7
49,1984,8.34
49,1985,8.05
49,1986,7.91
49,1987,7.63
49,1988,7.32
49,1989,6.99
49,1990,6.63
49,1991,7.22
49,1992,7.84
49,1993,7.61
49,1994,7.42
49,1995,7.21
49,1996,7.01
49,1997,7.66
49,1998,8.17
49,1999,8.0
49,2000,7.74
49,2001,7.52
49,2002,7.4
49,2003,7.24
49,2004,7.05
49,2005,6.82
49,2006,6.61
49,2007,6.42
49,2008,7.03
49,2009,7.9
49,2010,8.6
49,2011,8.34
49,2012,8.17
49,2013,8.05
49,2014,7.92
49,2015,7.91
49,2016,7.81
49,2017,7.65
49,2018,7.47
49,2019,7.34
49,2020,7.25
